date,region,crop_focus,latitude,longitude,rainfall_mm,temp_max,temp_min,wind_speed_kmh,consecutive_dry_days,weather_score,anomaly_type,source
2023-02-02,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,34.1,20.9,30.6,33,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-03,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,33.6,21.2,29.9,34,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-04,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,34.1,21.3,26.3,35,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-05,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,34.4,20.7,32.0,36,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-06,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,33.3,20.2,25.2,37,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-07,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,34.5,20.7,30.2,38,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-08,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,35.1,21.1,29.5,39,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-09,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,35.0,22.2,37.1,40,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-10,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,35.7,22.5,27.0,41,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-11,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,35.6,21.2,19.4,42,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-12,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,36.7,21.8,20.9,43,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-13,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,36.2,20.6,25.2,44,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-14,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,34.8,20.7,22.7,45,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-15,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,36.5,19.4,24.5,46,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-16,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,36.1,21.3,31.0,47,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-17,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,34.7,21.6,35.3,48,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-18,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,34.3,21.9,36.4,49,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-19,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,34.0,21.5,31.7,50,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-20,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,35.4,21.9,39.6,51,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-21,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,36.2,23.1,39.6,52,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-22,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,36.2,22.7,32.8,53,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-23,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,36.0,22.4,32.8,54,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-24,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,36.5,21.7,34.6,55,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-25,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,36.8,21.8,31.7,56,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-26,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,36.0,22.3,38.2,57,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-27,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,35.4,21.7,35.6,58,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-28,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,35.8,21.1,35.3,59,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-01,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,36.2,21.1,34.2,60,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-02,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,36.5,21.6,33.5,61,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-03,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,37.4,22.2,35.3,62,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-04,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,37.3,21.0,34.6,63,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-05,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,37.2,22.1,28.1,64,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-06,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,37.6,21.0,38.9,65,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-07,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,36.0,22.0,31.7,66,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-08,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,37.0,22.2,34.2,67,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-09,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,35.4,22.0,32.0,68,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-10,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,36.9,22.6,33.5,69,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-11,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,37.7,22.6,43.2,70,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-12,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,36.7,22.1,34.9,71,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-13,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,37.9,20.5,32.0,72,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-14,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,38.0,21.1,46.4,73,70.0,DROUGHT,ERA5_PUBLIC_DATASET
2023-03-15,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.2,36.8,23.2,40.0,74,0.1,NORMAL,ERA5_PUBLIC_DATASET
2023-03-16,Andhra Pradesh (Krishna District),Rice,16.5,80.6,12.8,33.0,24.9,49.3,0,6.4,NORMAL,ERA5_PUBLIC_DATASET
2023-03-17,Andhra Pradesh (Krishna District),Rice,16.5,80.6,23.8,27.9,21.5,33.5,0,11.9,NORMAL,ERA5_PUBLIC_DATASET
2023-03-18,Andhra Pradesh (Krishna District),Rice,16.5,80.6,31.9,26.9,21.9,30.6,0,15.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-19,Andhra Pradesh (Krishna District),Rice,16.5,80.6,39.9,28.9,21.0,32.4,0,15.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-20,Andhra Pradesh (Krishna District),Rice,16.5,80.6,2.5,30.5,22.2,31.7,0,1.2,NORMAL,ERA5_PUBLIC_DATASET
2023-03-21,Andhra Pradesh (Krishna District),Rice,16.5,80.6,2.8,32.0,23.0,31.3,0,1.4,NORMAL,ERA5_PUBLIC_DATASET
2023-03-22,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.9,32.7,23.3,33.1,1,0.5,NORMAL,ERA5_PUBLIC_DATASET
2023-03-23,Andhra Pradesh (Krishna District),Rice,16.5,80.6,3.6,31.7,24.3,39.6,0,1.8,NORMAL,ERA5_PUBLIC_DATASET
2023-03-24,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.1,33.9,25.1,25.9,1,0.1,NORMAL,ERA5_PUBLIC_DATASET
2023-03-25,Andhra Pradesh (Krishna District),Rice,16.5,80.6,1.1,33.5,24.7,35.3,0,0.6,NORMAL,ERA5_PUBLIC_DATASET
2023-03-26,Andhra Pradesh (Krishna District),Rice,16.5,80.6,5.5,32.4,24.8,37.4,0,2.8,NORMAL,ERA5_PUBLIC_DATASET
2023-03-27,Andhra Pradesh (Krishna District),Rice,16.5,80.6,3.7,32.4,25.5,25.9,0,1.9,NORMAL,ERA5_PUBLIC_DATASET
2023-03-28,Andhra Pradesh (Krishna District),Rice,16.5,80.6,1.4,34.5,25.7,32.8,0,0.7,NORMAL,ERA5_PUBLIC_DATASET
2023-03-29,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,34.2,25.0,34.9,1,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-30,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.2,34.4,24.5,31.0,2,0.1,NORMAL,ERA5_PUBLIC_DATASET
2023-03-31,Andhra Pradesh (Krishna District),Rice,16.5,80.6,3.0,35.4,24.8,36.4,0,1.5,NORMAL,ERA5_PUBLIC_DATASET
2023-04-01,Andhra Pradesh (Krishna District),Rice,16.5,80.6,3.2,33.2,25.5,37.4,0,1.6,NORMAL,ERA5_PUBLIC_DATASET
2023-04-02,Andhra Pradesh (Krishna District),Rice,16.5,80.6,3.8,34.3,25.7,31.3,0,1.9,NORMAL,ERA5_PUBLIC_DATASET
2023-04-03,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.2,35.1,25.7,38.2,1,0.1,NORMAL,ERA5_PUBLIC_DATASET
2023-04-04,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.7,35.7,26.8,35.3,2,0.3,NORMAL,ERA5_PUBLIC_DATASET
2023-04-05,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.6,36.9,25.9,37.1,3,0.3,NORMAL,ERA5_PUBLIC_DATASET
2023-04-06,Andhra Pradesh (Krishna District),Rice,16.5,80.6,1.8,36.7,26.1,35.6,0,0.9,NORMAL,ERA5_PUBLIC_DATASET
2023-04-07,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.3,38.4,26.0,34.2,1,0.1,NORMAL,ERA5_PUBLIC_DATASET
2023-04-08,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,38.7,24.8,39.2,2,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-09,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,38.9,24.0,32.8,3,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-10,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,40.3,23.3,47.5,4,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-11,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,40.6,24.2,43.6,5,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-12,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,41.8,25.4,46.1,6,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-13,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,42.7,26.2,43.2,7,0.0,HEATWAVE,ERA5_PUBLIC_DATASET
2023-04-14,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,42.9,26.3,42.8,8,0.0,HEATWAVE,ERA5_PUBLIC_DATASET
2023-04-15,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,41.6,26.3,30.6,9,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-16,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,42.4,28.0,34.9,10,0.0,HEATWAVE,ERA5_PUBLIC_DATASET
2023-04-17,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,41.8,27.1,38.5,11,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-18,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,42.2,25.5,38.5,12,0.0,HEATWAVE,ERA5_PUBLIC_DATASET
2023-04-19,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,41.8,25.7,34.2,13,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-20,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,41.3,26.4,31.0,14,79.9,DROUGHT,ERA5_PUBLIC_DATASET
2023-04-21,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.4,40.6,26.8,40.7,15,77.8,DROUGHT,ERA5_PUBLIC_DATASET
2023-04-22,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.3,35.2,27.6,29.2,16,0.1,NORMAL,ERA5_PUBLIC_DATASET
2023-04-23,Andhra Pradesh (Krishna District),Rice,16.5,80.6,3.5,33.4,27.0,39.6,0,1.8,NORMAL,ERA5_PUBLIC_DATASET
2023-04-24,Andhra Pradesh (Krishna District),Rice,16.5,80.6,8.4,33.2,25.1,30.2,0,4.2,NORMAL,ERA5_PUBLIC_DATASET
2023-04-25,Andhra Pradesh (Krishna District),Rice,16.5,80.6,5.4,35.5,25.2,37.8,0,2.7,NORMAL,ERA5_PUBLIC_DATASET
2023-04-26,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,36.0,25.1,22.3,1,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-27,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.8,38.4,25.8,31.7,2,0.4,NORMAL,ERA5_PUBLIC_DATASET
2023-04-28,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.1,37.7,25.9,29.2,3,0.1,NORMAL,ERA5_PUBLIC_DATASET
2023-04-29,Andhra Pradesh (Krishna District),Rice,16.5,80.6,9.9,32.0,24.6,47.5,0,5.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-30,Andhra Pradesh (Krishna District),Rice,16.5,80.6,12.7,33.8,25.7,43.2,0,6.3,NORMAL,ERA5_PUBLIC_DATASET
2023-05-01,Andhra Pradesh (Krishna District),Rice,16.5,80.6,53.7,28.2,24.1,36.4,0,52.2,NORMAL,ERA5_PUBLIC_DATASET
2023-05-02,Andhra Pradesh (Krishna District),Rice,16.5,80.6,1.6,32.0,24.3,43.9,0,0.8,NORMAL,ERA5_PUBLIC_DATASET
2023-05-03,Andhra Pradesh (Krishna District),Rice,16.5,80.6,13.5,32.8,24.9,31.0,0,6.8,NORMAL,ERA5_PUBLIC_DATASET
2023-05-04,Andhra Pradesh (Krishna District),Rice,16.5,80.6,1.0,34.3,24.3,30.2,0,0.5,NORMAL,ERA5_PUBLIC_DATASET
2023-05-05,Andhra Pradesh (Krishna District),Rice,16.5,80.6,6.8,33.1,26.4,38.9,0,3.4,NORMAL,ERA5_PUBLIC_DATASET
2023-05-06,Andhra Pradesh (Krishna District),Rice,16.5,80.6,3.8,35.0,26.3,24.8,0,1.9,NORMAL,ERA5_PUBLIC_DATASET
2023-05-07,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.4,35.4,27.0,29.5,1,0.2,NORMAL,ERA5_PUBLIC_DATASET
2023-05-08,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,37.1,27.6,22.7,2,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-05-09,Andhra Pradesh (Krishna District),Rice,16.5,80.6,16.9,38.2,27.8,46.4,0,8.4,NORMAL,ERA5_PUBLIC_DATASET
2023-05-10,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.1,40.3,27.9,26.6,1,0.1,NORMAL,ERA5_PUBLIC_DATASET
2023-05-11,Andhra Pradesh (Krishna District),Rice,16.5,80.6,3.9,40.5,28.8,48.2,0,1.9,NORMAL,ERA5_PUBLIC_DATASET
2023-05-12,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,43.0,28.5,34.9,1,0.0,HEATWAVE,ERA5_PUBLIC_DATASET
2023-05-13,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,43.0,27.6,38.9,2,0.0,HEATWAVE,ERA5_PUBLIC_DATASET
2023-05-14,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,44.8,27.0,44.6,3,0.0,HEATWAVE,ERA5_PUBLIC_DATASET
2023-05-15,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,43.7,27.4,49.3,4,0.0,HEATWAVE,ERA5_PUBLIC_DATASET
2023-05-16,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,43.7,30.2,46.1,5,0.0,HEATWAVE,ERA5_PUBLIC_DATASET
2023-05-17,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,43.6,28.9,43.9,6,0.0,HEATWAVE,ERA5_PUBLIC_DATASET
2023-05-18,Andhra Pradesh (Krishna District),Rice,16.5,80.6,9.9,40.7,29.2,49.0,0,5.0,NORMAL,ERA5_PUBLIC_DATASET
2023-05-19,Andhra Pradesh (Krishna District),Rice,16.5,80.6,9.0,40.0,28.2,26.6,0,4.5,NORMAL,ERA5_PUBLIC_DATASET
2023-05-20,Andhra Pradesh (Krishna District),Rice,16.5,80.6,11.6,42.0,28.2,51.1,0,5.8,HEATWAVE,ERA5_PUBLIC_DATASET
2023-05-21,Andhra Pradesh (Krishna District),Rice,16.5,80.6,10.7,39.3,27.7,52.9,0,5.3,NORMAL,ERA5_PUBLIC_DATASET
2023-05-22,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.8,37.2,28.2,42.5,1,0.4,NORMAL,ERA5_PUBLIC_DATASET
2023-05-23,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,40.9,28.9,32.8,2,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-05-24,Andhra Pradesh (Krishna District),Rice,16.5,80.6,12.2,40.0,29.3,32.0,0,6.1,NORMAL,ERA5_PUBLIC_DATASET
2023-05-25,Andhra Pradesh (Krishna District),Rice,16.5,80.6,3.3,37.5,29.8,49.3,0,1.6,NORMAL,ERA5_PUBLIC_DATASET
2023-05-26,Andhra Pradesh (Krishna District),Rice,16.5,80.6,4.4,42.0,29.5,47.9,0,2.2,HEATWAVE,ERA5_PUBLIC_DATASET
2023-05-27,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,42.0,28.4,30.6,1,0.0,HEATWAVE,ERA5_PUBLIC_DATASET
2023-05-28,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.2,40.8,28.3,56.9,2,0.1,NORMAL,ERA5_PUBLIC_DATASET
2023-05-29,Andhra Pradesh (Krishna District),Rice,16.5,80.6,15.9,38.2,28.2,45.4,0,8.0,NORMAL,ERA5_PUBLIC_DATASET
2023-05-30,Andhra Pradesh (Krishna District),Rice,16.5,80.6,21.5,36.5,26.2,51.5,0,10.8,NORMAL,ERA5_PUBLIC_DATASET
2023-05-31,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,38.4,24.9,26.3,1,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-06-01,Andhra Pradesh (Krishna District),Rice,16.5,80.6,1.6,38.7,28.5,31.3,0,0.8,NORMAL,ERA5_PUBLIC_DATASET
2023-06-02,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,42.7,28.0,34.2,1,0.0,HEATWAVE,ERA5_PUBLIC_DATASET
2023-06-03,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,43.0,27.8,40.3,2,0.0,HEATWAVE,ERA5_PUBLIC_DATASET
2023-06-04,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,41.3,28.8,41.8,3,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-06-05,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,40.4,29.7,34.6,4,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-06-06,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,42.8,29.2,51.5,5,0.0,HEATWAVE,ERA5_PUBLIC_DATASET
2023-06-07,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,42.7,30.0,46.1,6,0.0,HEATWAVE,ERA5_PUBLIC_DATASET
2023-06-08,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.1,42.5,31.4,42.5,7,0.1,HEATWAVE,ERA5_PUBLIC_DATASET
2023-06-09,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,43.3,31.9,52.2,8,0.0,HEATWAVE,ERA5_PUBLIC_DATASET
2023-06-10,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.9,41.8,32.2,52.2,9,0.5,NORMAL,ERA5_PUBLIC_DATASET
2023-06-11,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,40.3,29.6,47.5,10,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-06-12,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,41.4,31.3,43.2,11,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-06-13,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,41.5,30.6,48.6,12,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-06-14,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,42.1,32.0,50.0,13,0.0,HEATWAVE,ERA5_PUBLIC_DATASET
2023-06-15,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,41.8,32.8,50.4,14,81.4,DROUGHT,ERA5_PUBLIC_DATASET
2023-06-16,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,41.8,31.4,46.1,15,81.4,DROUGHT,ERA5_PUBLIC_DATASET
2023-06-17,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.2,42.2,31.9,51.5,16,82.6,DROUGHT,ERA5_PUBLIC_DATASET
2023-06-18,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.1,40.4,30.0,51.1,17,77.2,DROUGHT,ERA5_PUBLIC_DATASET
2023-06-19,Andhra Pradesh (Krishna District),Rice,16.5,80.6,10.4,37.4,25.8,54.7,0,5.2,NORMAL,ERA5_PUBLIC_DATASET
2023-06-20,Andhra Pradesh (Krishna District),Rice,16.5,80.6,1.5,36.8,29.0,42.8,0,0.8,NORMAL,ERA5_PUBLIC_DATASET
2023-06-21,Andhra Pradesh (Krishna District),Rice,16.5,80.6,6.2,38.7,27.4,36.0,0,3.1,NORMAL,ERA5_PUBLIC_DATASET
